id,label
30000,0.022068604134874444
30001,0.017003586105926283
30002,0.012057719792436776
30003,0.012759401904483254
30004,0.020390871263164006
30005,0.017569748908301326
30006,0.014354637745901198
30007,0.011094748454267257
30008,0.019895685153977674
30009,0.01385599799472969
30010,0.012120172635749648
30011,0.027867685473233136
30012,0.010290158237662621
30013,0.013351186309789539
30014,0.022128884926582503
30015,0.02068789813820665
30016,0.015366481935129007
30017,0.00946457908008842
30018,0.0136204985234779
30019,0.018495967592852484
30020,0.012925480065699053
30021,0.02021959498134245
30022,0.02078030975031333
30023,0.018198223965426513
30024,0.010371400163179107
30025,0.0135648798650956
30026,0.019184359103601743
30027,0.015510805788519915
30028,0.01518589520297262
30029,0.016000043997091717
30030,0.014776834094267919
30031,0.011348940213203401
30032,0.014392246927667069
30033,0.013447746090490414
30034,0.015352877102688385
30035,0.011736043935937048
30036,0.014604158910492271
30037,0.015785168027443838
30038,0.02294934098127092
30039,0.012541731548651352
30040,0.009957226556866388
30041,0.017415372915529376
30042,0.012301069326170446
30043,0.014294511726670045
30044,0.015423874267391407
30045,0.02078030975031333
30046,0.020874860479056102
30047,0.015896854094782153
30048,0.02057933610547007
30049,0.010615853557215955
30050,0.015609996558151068
30051,0.019184359103601743
30052,0.01316957538959042
30053,0.016360651081514032
30054,0.012646141612873281
30055,0.011612815413584398
30056,0.018157956648913783
30057,0.011462644421849712
30058,0.021925469795339735
30059,0.019184359103601743
30060,0.017777312541495043
30061,0.016169810303268507
30062,0.010847018704293561
30063,0.014113245572397149
30064,0.0178766495085636
30065,0.009934319292639148
30066,0.010272924108054861
30067,0.019184359103601743
30068,0.010655366254039891
30069,0.01265217511373594
30070,0.019184359103601743
30071,0.014531600876823215
30072,0.019184359103601743
30073,0.013360731145380254
30074,0.019184359103601743
30075,0.02248900847948375
30076,0.013955423584376292
30077,0.01333705736102712
30078,0.010132689350387466
30079,0.019184359103601743
30080,0.014982079000985223
30081,0.016762523945363362
30082,0.016918098548636552
30083,0.016707217185925383
30084,0.021713308622142193
30085,0.01713323046372565
30086,0.012000735173024512
30087,0.018760284083165324
30088,0.011458637285990277
30089,0.022508788109337423
30090,0.015560124248909828
30091,0.01716963972704653
30092,0.013299307046079921
30093,0.0108876024579476
30094,0.010076260437879766
30095,0.016296722049292296
30096,0.019184359103601743
30097,0.013001246662662799
30098,0.015458880082387489
30099,0.023229178641263833
30100,0.015216520349188713
30101,0.019184359103601743
30102,0.019184359103601743
30103,0.013731913353440064
30104,0.021327078084135646
30105,0.010722571548787986
30106,0.020448693052236247
30107,0.013228730917268089
30108,0.021620801620424394
30109,0.019184359103601743
30110,0.015012025141880905
30111,0.02485690460880452
30112,0.019184359103601743
30113,0.016211950914949376
30114,0.014682955121544883
30115,0.0177301722208993
30116,0.02351136730084995
30117,0.014759310748428409
30118,0.016033283594031836
30119,0.015371346964829023
30120,0.020055833380353168
