id,label
30000,0.02254900253870023
30001,0.017088522388386023
30002,0.011763591729771625
30003,0.012163587340456345
30004,0.02058531581148464
30005,0.016893217448656184
30006,0.013227499232036864
30007,0.010167910816960755
30008,0.01980198071675463
30009,0.013133254388221704
30010,0.011664877187009115
30011,0.02894140553259362
30012,0.009616747480026286
30013,0.013021113529598494
30014,0.022588015161854255
30015,0.022839614612823175
30016,0.015185739340170649
30017,0.008925648999435046
30018,0.013459334948016715
30019,0.01860004461677583
30020,0.012522854108552852
30021,0.02089510211122756
30022,0.020567917425013092
30023,0.018451230830532114
30024,0.009790300919956047
30025,0.013364097697245005
30026,0.019220514628059796
30027,0.015551308862779424
30028,0.014928569412448809
30029,0.015705436046875538
30030,0.015077278810343164
30031,0.01098663528151597
30032,0.013849639440381834
30033,0.012696388318058676
30034,0.015414484893092576
30035,0.010927738036231224
30036,0.01426772300070824
30037,0.019038121347781444
30038,0.02353224214874913
30039,0.012013099042394669
30040,0.009280050466557704
30041,0.01768586596513475
30042,0.011473092254094545
30043,0.013809377258587607
30044,0.014317534727220905
30045,0.020567917425013092
30046,0.019054161389958944
30047,0.015831301318661964
30048,0.020204509647855085
30049,0.0103306180975898
30050,0.015248282099868699
30051,0.019220514628059796
30052,0.012707501858786286
30053,0.015927732703002677
30054,0.012219999930535767
30055,0.010869307014431994
30056,0.019180861160275266
30057,0.010881203781027731
30058,0.023394017802459297
30059,0.019220514628059796
30060,0.01812689414969755
30061,0.0158110267104226
30062,0.010314541494604023
30063,0.015534473903638803
30064,0.01828406544228279
30065,0.009445735170656267
30066,0.009652741386947319
30067,0.019220514628059796
30068,0.009965994104740073
30069,0.012475144283290775
30070,0.019220514628059796
30071,0.015904840683059553
30072,0.019220514628059796
30073,0.013269781665011141
30074,0.019220514628059796
30075,0.023584086376752262
30076,0.013851703594844823
30077,0.01244467967818949
30078,0.009233585089071319
30079,0.019220514628059796
30080,0.014525270968460157
30081,0.016814524806179034
30082,0.016922770736261767
30083,0.018804543567196966
30084,0.0218706033809675
30085,0.017111277631217673
30086,0.011594258865504881
30087,0.018717934453984557
30088,0.010995877545992998
30089,0.022785121007992615
30090,0.015174509916796038
30091,0.01718134143625153
30092,0.012921370476606764
30093,0.010296327551667135
30094,0.009286875297281061
30095,0.016256882942705497
30096,0.019220514628059796
30097,0.012951455746567534
30098,0.014870706854696297
30099,0.02363399537670517
30100,0.014953010197170222
30101,0.019220514628059796
30102,0.019220514628059796
30103,0.012994155829745143
30104,0.02227005532309067
30105,0.01040856285658202
30106,0.020123433602424537
30107,0.01289231929285067
30108,0.022361906659578414
30109,0.019220514628059796
30110,0.01468153841749235
30111,0.026202790766398774
30112,0.019220514628059796
30113,0.01608186575254469
30114,0.0153115131581967
30115,0.01760675141573272
30116,0.02407136344572112
30117,0.01405898907346586
30118,0.017498350281505926
30119,0.01802841828115552
30120,0.022898756335195492
30121,0.014628934153199621
30122,0.013732003717705998
30123,0.013408419263916553
30124,0.01594098473061031
30125,0.011975791429676976
30126,0.022201030061888803
30127,0.023867949829089963
30128,0.011526728330275463
30129,0.016998927794614763
30130,0.028846680755034413
30131,0.016067606561383195
30132,0.013516775396648533
30133,0.022412307594339948
30134,0.023481228863182955
30135,0.011153723256605418
30136,0.02154702288157025
30137,0.013395162909570966
30138,0.01307032634500269
30139,0.012772796268782092
30140,0.012817285275514734
30141,0.019220514628059796
30142,0.02119451597199294
30143,0.014405465852618921
30144,0.015009952655683893
30145,0.023983741736517693
30146,0.011174300880132626
30147,0.012115773869940087
30148,0.024394955014817386
30149,0.010934368880739077
30150,0.019109042633414182
30151,0.015766327201788426
30152,0.010380354696750376
30153,0.00931272837801536
30154,0.010795503038652931
30155,0.018794201243678546
30156,0.022436364333212003
30157,0.013272542100752722
30158,0.013953012950742989
30159,0.013918664167485929
30160,0.012529204552356732
30161,0.011777384556427383
30162,0.019220514628059796
30163,0.01019939664388995
30164,0.019220514628059796
30165,0.016802257831769286
30166,0.014328762504227797
30167,0.017071422919048795
30168,0.014159106230937277
30169,0.01715197203180168
30170,0.017092996681978175
30171,0.019220514628059796
30172,0.022145954348822217
30173,0.018107624071190223
30174,0.013899553143027883
30175,0.010545599816469731
30176,0.011666468144543782
30177,0.02214172842462812
30178,0.010904197721097592
30179,0.019220514628059796
30180,0.019220514628059796
30181,0.0224838931417259
30182,0.013338869247747265
30183,0.01469951376765751
30184,0.012262266512688047
30185,0.00961100356503699
30186,0.02380036594294977
30187,0.013732434215265337
30188,0.017563266283233358
30189,0.015806178126558264
30190,0.01209654853412078
30191,0.010675838871519615
30192,0.011373007965719198
30193,0.012004365079345403
30194,0.019220514628059796
30195,0.017563266283233358
30196,0.022203012990667705
30197,0.017269471221125345
30198,0.033532282573763554
30199,0.012619964726144293
30200,0.019220514628059796
30201,0.011637854550275167
30202,0.019220514628059796
30203,0.009977584751472368
30204,0.014002824461941432
30205,0.018818059027121397
30206,0.019323757580376258
30207,0.009775310036492802
30208,0.012192100929486348
30209,0.02272489533959197
30210,0.01041136996887874
